window_id,race_id,attacker_driver,target_driver_fixed,decision_lap,decision_session_time_sec,endpoint_lap,proposed_split,outcome_status
263c531538808d358257,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,15,3780.484,16,development_train,PROXY_NEGATIVE
d5e68a6d5817332ee1b6,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,16,3888.065,17,development_train,PROXY_NEGATIVE
f69564584f3f7e54118c,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,17,3995.861,18,development_train,PROXY_NEGATIVE
43022546eb5d04618ce3,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,18,4103.591,19,development_train,PROXY_NEGATIVE
567bf643ae10d9de34f4,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,19,4210.917,20,development_train,PROXY_NEGATIVE
87b202f5307222ad728c,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,20,4318.29,21,development_train,PROXY_NEGATIVE
e9b8fd7b8b8ff9f64c90,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,21,4425.66,22,development_train,PROXY_NEGATIVE
82ccdbb4de1803713ab5,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,22,4533.431,23,development_train,PROXY_NEGATIVE
97c130170c2b334b2602,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,23,4640.887,24,development_train,PROXY_NEGATIVE
b0109a6f583f2276308b,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,24,4748.66,25,development_train,PROXY_NEGATIVE
5d2bb0a65e8957b447a2,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,25,4855.562,26,development_train,PROXY_NEGATIVE
a041afc43e7aa13f9dcb,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,26,4962.473,27,development_train,PROXY_NEGATIVE
2b15d429fa701c1db6f8,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,27,5069.497,28,development_train,PROXY_NEGATIVE
5d429b029cfc0e34e5ec,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,28,5177.578,29,development_train,PROXY_NEGATIVE
ed81f82bcfa10742e5ed,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,29,5283.999,30,development_train,PROXY_NEGATIVE
a914ceaa7b192dc63e1d,2018:Abu Dhabi Grand Prix:Race,GRO,OCO,30,5390.987,31,development_train,PROXY_NEGATIVE
f14aca85b068b9c88cb7,2018:Abu Dhabi Grand Prix:Race,GRO,VAN,31,5498.968,32,development_train,PROXY_POSITIVE
b2dc0a1576b8ff0b3976,2018:Abu Dhabi Grand Prix:Race,GRO,OCO,32,5606.419,33,development_train,PROXY_NEGATIVE
700503060c8e0920e7bb,2018:Abu Dhabi Grand Prix:Race,GRO,OCO,34,5817.092,35,development_train,PROXY_NEGATIVE
67570a086aa8225f34a9,2018:Abu Dhabi Grand Prix:Race,GRO,STR,38,6237.078,39,development_train,PROXY_NEGATIVE
e8ec7c3ef27f87134c9a,2018:Abu Dhabi Grand Prix:Race,GRO,OCO,40,6446.965,41,development_train,PROXY_NEGATIVE
da8ac8d7d61bd74ca8c7,2018:Abu Dhabi Grand Prix:Race,GRO,PER,50,7500.984,51,development_train,PROXY_NEGATIVE
18d99e943f792de60ed5,2018:Abu Dhabi Grand Prix:Race,HAM,VER,9,3122.348,10,development_train,PROXY_NEGATIVE
d79bf632621885ae25c1,2018:Abu Dhabi Grand Prix:Race,HAM,VER,10,3227.243,11,development_train,PROXY_NEGATIVE
1d8cd1e0bd2a3140a4f5,2018:Abu Dhabi Grand Prix:Race,HAM,VER,11,3332.387,12,development_train,PROXY_NEGATIVE
ce60a5325b60f7fb8100,2018:Abu Dhabi Grand Prix:Race,HAM,VER,12,3437.311,13,development_train,PROXY_NEGATIVE
4840de476a64bb278e1c,2018:Abu Dhabi Grand Prix:Race,HAM,VER,13,3542.503,14,development_train,PROXY_NEGATIVE
f6ec3e339e4bcac5bb8c,2018:Abu Dhabi Grand Prix:Race,HAM,VER,14,3647.524,15,development_train,PROXY_NEGATIVE
09fe0cd9846043484e06,2018:Abu Dhabi Grand Prix:Race,HAM,VER,15,3752.291,16,development_train,PROXY_NEGATIVE
718e62695e0820b35ddb,2018:Abu Dhabi Grand Prix:Race,HAM,VER,16,3857.654,17,development_train,PROXY_NEGATIVE
2d230d9e75794c663cdf,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,18,4067.512,19,development_train,PROXY_NEGATIVE
04a7581bc954780d39d8,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,19,4172.667,20,development_train,PROXY_NEGATIVE
4ef530875868cae8cccd,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,20,4276.93,21,development_train,PROXY_NEGATIVE
cbf47dc2a00005c7839f,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,21,4380.918,22,development_train,PROXY_NEGATIVE
97f32cfa6ec6b94c45d8,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,22,4485.104,23,development_train,PROXY_NEGATIVE
802d1c24f77830168733,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,23,4589.223,24,development_train,PROXY_NEGATIVE
b06315274332d8c2d6a1,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,24,4693.607,25,development_train,PROXY_NEGATIVE
8caf91448956b654294a,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,25,4798.131,26,development_train,PROXY_NEGATIVE
ec6879ce8eb65eff0f69,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,26,4902.381,27,development_train,PROXY_NEGATIVE
49a540a86f953381eabe,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,27,5006.818,28,development_train,PROXY_NEGATIVE
cdf89073e48de01cfec1,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,28,5111.883,29,development_train,PROXY_NEGATIVE
55f40b7a78ca899ddcf2,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,29,5215.889,30,development_train,PROXY_NEGATIVE
14b4159e6006d06bc813,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,30,5319.368,31,development_train,PROXY_NEGATIVE
225ba077828e687b15cd,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,31,5422.613,32,development_train,PROXY_NEGATIVE
f09fffff0de1ecb4bebf,2018:Abu Dhabi Grand Prix:Race,HAM,RIC,32,5525.913,33,development_train,PROXY_NEGATIVE
2bb3d1a31127e1b61cd1,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,2,2182.187,3,development_train,PROXY_NEGATIVE
0633aa9429b804470434,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,6,2758.743,7,development_train,PROXY_NEGATIVE
e15d6827f338fcaf9d06,2018:Abu Dhabi Grand Prix:Race,HAR,GRO,9,3134.716,10,development_train,PROXY_NEGATIVE
137f22024ec59d20fbdc,2018:Abu Dhabi Grand Prix:Race,HAR,GRO,10,3242.324,11,development_train,PROXY_NEGATIVE
124faa6263006dfff0f2,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,11,3350.483,12,development_train,PROXY_NEGATIVE
98b55d4e462a7c53d813,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,12,3459.032,13,development_train,PROXY_NEGATIVE
f8fbe364b1004a789b40,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,13,3567.285,14,development_train,PROXY_NEGATIVE
4f07eb897203dd0ad3f9,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,14,3675.715,15,development_train,PROXY_NEGATIVE
64ae3f56b1a95ae82c9c,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,15,3783.274,16,development_train,PROXY_NEGATIVE
1f271a9cf7f822b0c851,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,16,3891.168,17,development_train,PROXY_NEGATIVE
cf1a364b83248e47fd6d,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,17,4000.175,18,development_train,PROXY_NEGATIVE
605a971e96f8ac7758c7,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,18,4107.533,19,development_train,PROXY_NEGATIVE
204a29421b1aeee6e975,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,19,4214.916,20,development_train,PROXY_NEGATIVE
85ad95c8d8929f046b10,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,20,4321.545,21,development_train,PROXY_NEGATIVE
b8a0e876b6572f9c25f9,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,21,4428.593,22,development_train,PROXY_NEGATIVE
ad47d430431b6c6256ac,2018:Abu Dhabi Grand Prix:Race,HAR,OCO,22,4536.709,23,development_train,PROXY_NEGATIVE
1803b8c50d421bba2385,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,23,4644.259,24,development_train,PROXY_NEGATIVE
abd3ea2119ee5a05423a,2018:Abu Dhabi Grand Prix:Race,HAR,SIR,24,4752.455,25,development_train,PROXY_POSITIVE
ba7772bb13c48a663536,2018:Abu Dhabi Grand Prix:Race,HAR,OCO,25,4860.196,26,development_train,PROXY_NEGATIVE
04efa9df1a0a66958d3a,2018:Abu Dhabi Grand Prix:Race,HAR,OCO,26,4967.542,27,development_train,PROXY_NEGATIVE
7ddec3c5df25e3e51cd3,2018:Abu Dhabi Grand Prix:Race,HAR,OCO,27,5074.662,28,development_train,PROXY_NEGATIVE
2f8baf7b01a84e14afa4,2018:Abu Dhabi Grand Prix:Race,HAR,OCO,28,5181.388,29,development_train,PROXY_NEGATIVE
43caf7498a451e62d0ef,2018:Abu Dhabi Grand Prix:Race,HAR,OCO,29,5287.817,30,development_train,PROXY_NEGATIVE
a3cc505eb0f02be747e5,2018:Abu Dhabi Grand Prix:Race,HAR,GRO,30,5393.663,31,development_train,PROXY_NEGATIVE
bada0c3dd353083ac09f,2018:Abu Dhabi Grand Prix:Race,HAR,GRO,31,5500.14,32,development_train,PROXY_NEGATIVE
134bbaec2196777ef491,2018:Abu Dhabi Grand Prix:Race,HAR,VAN,32,5607.008,33,development_train,PROXY_NEGATIVE
204bce092579c3cb0975,2018:Abu Dhabi Grand Prix:Race,HAR,ALO,34,5822.522,35,development_train,PROXY_NEGATIVE
d1f004c914d1ea2243a1,2018:Abu Dhabi Grand Prix:Race,HAR,ALO,38,6247.432,39,development_train,PROXY_NEGATIVE
e19ab0e38aec7414e23d,2018:Abu Dhabi Grand Prix:Race,HAR,ALO,40,6460.345,41,development_train,PROXY_NEGATIVE
e6ade0323c51fa379b53,2018:Abu Dhabi Grand Prix:Race,HAR,ALO,50,7520.069,51,development_train,PROXY_NEGATIVE
6e8e6b6a9793a98e9fda,2018:Abu Dhabi Grand Prix:Race,LEC,RAI,2,2161.941,3,development_train,PROXY_NEGATIVE
0b2d7ab4c692b6185d77,2018:Abu Dhabi Grand Prix:Race,LEC,VET,6,2747.119,7,development_train,PROXY_NEGATIVE
6c407d1a8dbc0ec01acf,2018:Abu Dhabi Grand Prix:Race,LEC,MAG,9,3130.995,10,development_train,PROXY_POSITIVE
3b77c2279ac12a70924b,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,10,3237.3,11,development_train,PROXY_NEGATIVE
bb56d1f791ee9c4d9809,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,11,3343.856,12,development_train,PROXY_NEGATIVE
a949a117b92bfe162004,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,12,3451.469,13,development_train,PROXY_NEGATIVE
0f00e31659a6480da9e5,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,13,3558.581,14,development_train,PROXY_NEGATIVE
3c14b044c86b5f38d1d6,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,14,3666.021,15,development_train,PROXY_NEGATIVE
71d82a561e291943b7e6,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,15,3773.583,16,development_train,PROXY_NEGATIVE
c6d656ad74b7a43c10f9,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,16,3881.782,17,development_train,PROXY_NEGATIVE
97eecae46128b8e83c11,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,17,3989.788,18,development_train,PROXY_NEGATIVE
6bcdb93dd3bfb4a8d724,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,18,4097.719,19,development_train,PROXY_NEGATIVE
b40a1c1372d2376a2819,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,19,4205.514,20,development_train,PROXY_NEGATIVE
8f94626776bbb93a800e,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,20,4313.157,21,development_train,PROXY_NEGATIVE
7d80f1c7bb3e34474259,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,21,4420.461,22,development_train,PROXY_NEGATIVE
09d234273b59791d92f0,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,22,4527.405,23,development_train,PROXY_NEGATIVE
9789d68a197bb60aeac8,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,23,4634.032,24,development_train,PROXY_NEGATIVE
a21627bd43e64f274a4d,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,24,4740.317,25,development_train,PROXY_NEGATIVE
7cd78d8649efe2fb5af4,2018:Abu Dhabi Grand Prix:Race,LEC,ALO,25,4846.902,26,development_train,PROXY_POSITIVE
e9708a424719bf788bf1,2018:Abu Dhabi Grand Prix:Race,LEC,GAS,26,4954.464,27,development_train,PROXY_NEGATIVE
cc350959a00cc1101808,2018:Abu Dhabi Grand Prix:Race,LEC,GAS,27,5061.14,28,development_train,PROXY_NEGATIVE
c6e6ca64c11742f20320,2018:Abu Dhabi Grand Prix:Race,LEC,GAS,28,5167.932,29,development_train,PROXY_NEGATIVE
cdeac20746fc6af1f082,2018:Abu Dhabi Grand Prix:Race,LEC,SAI,30,5377.828,31,development_train,PROXY_NEGATIVE
d3748139b4e6c03217fd,2018:Abu Dhabi Grand Prix:Race,LEC,SAI,31,5482.21,32,development_train,PROXY_NEGATIVE
38d6d8d5bcc5b08bd1ea,2018:Abu Dhabi Grand Prix:Race,LEC,SAI,32,5586.925,33,development_train,PROXY_NEGATIVE
b877a2b506c124b52135,2018:Abu Dhabi Grand Prix:Race,LEC,SAI,34,5794.966,35,development_train,PROXY_NEGATIVE
