window_id,race_id,eligible_graph,graph_exclusion_reason,attacker_driver,target_driver_fixed,decision_session_time_sec,source_lineage_present,matched_candidate_id,supporting_event_id,event_classification,review_status
b8f8b9bd9aea71625da1,2018:Austrian Grand Prix:Race,True,,ERI,LEC,5027.303,True,,396138cdd71f98ef18e0b95a,,AUTOMATED_REVIEW_UNREVIEWED
9c194a4a977b8385833d,2018:Austrian Grand Prix:Race,True,,GAS,HAR,2228.748,True,,ff07a166c5bd501f9f2fcf04,,AUTOMATED_REVIEW_UNREVIEWED
4648903f27b34a253af0,2018:Austrian Grand Prix:Race,True,,GRO,PER,2208.019,True,,63ae0606602123ac4695347c,,AUTOMATED_REVIEW_UNREVIEWED
1da98a0054d1661f4765,2018:Austrian Grand Prix:Race,True,,LEC,STR,2301.068,True,,64e9940db3d633bb189fd4c1,,AUTOMATED_REVIEW_UNREVIEWED
44d9ecf2ce3b0123349c,2018:Austrian Grand Prix:Race,True,,LEC,ERI,5235.003,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8177b0aa244e43d95f0d,2018:Austrian Grand Prix:Race,True,,MAG,SAI,2569.315,True,,beb7895823e7d43bdfd6a52c,,AUTOMATED_REVIEW_UNREVIEWED
3677bf5806308399d883,2018:Austrian Grand Prix:Race,True,,OCO,PER,5214.09,True,,339dd16651fe11c4a1ea3c36,,AUTOMATED_REVIEW_UNREVIEWED
327e32c5b57ff89b1187,2018:Austrian Grand Prix:Race,True,,PER,STR,698.818,True,,44600417f6a23ea626f1074d,,AUTOMATED_REVIEW_UNREVIEWED
60878c0e441c97760d0b,2018:Austrian Grand Prix:Race,True,,RIC,RAI,1705.282,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
9cfcb4fff49ff1e9871a,2018:Austrian Grand Prix:Race,True,,SIR,GAS,628.716,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
cf10bed1f76944c4e3e2,2018:Azerbaijan Grand Prix:Race,True,,ALO,MAG,1294.615,True,,943b405c2a94141ee25e1334,,AUTOMATED_REVIEW_UNREVIEWED
c6d4b697d85cdf982334,2018:Azerbaijan Grand Prix:Race,True,,GRO,VAN,1294.011,True,,fd42aa18a65624ad63ae0f84,,AUTOMATED_REVIEW_UNREVIEWED
fa9e19356e57ef46be41,2018:Azerbaijan Grand Prix:Race,True,,HAR,GAS,6262.891,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
2b81ba81b294d18c3725,2018:Azerbaijan Grand Prix:Race,True,,HUL,STR,964.025,True,,2fdae0da4f5ecb062285a025,,AUTOMATED_REVIEW_UNREVIEWED
02c1d3c672cf4327e7ad,2018:Azerbaijan Grand Prix:Race,True,,HUL,GAS,1292.59,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
d6d7331a6346c8bc89bd,2018:Azerbaijan Grand Prix:Race,True,,HUL,RIC,1523.095,True,,aad7e78eaa884f2ed823ba64,,AUTOMATED_REVIEW_UNREVIEWED
5dbcfc2329aab2a36e6d,2018:Azerbaijan Grand Prix:Race,True,,LEC,STR,1292.759,True,,49364bff0c59d8f66d4b2d68,,AUTOMATED_REVIEW_UNREVIEWED
fc307ab53bab878b3fe0,2018:Azerbaijan Grand Prix:Race,True,,LEC,ALO,3397.566,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8500e078e18ea82e7157,2018:Azerbaijan Grand Prix:Race,True,,PER,HAR,1294.354,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
871cf85c1f3bdea12622,2018:Azerbaijan Grand Prix:Race,True,,PER,VAN,1641.397,True,,b6c3f1e12db05b04a6d46a89,,AUTOMATED_REVIEW_UNREVIEWED
1463e6e73f5ca1a04110,2018:Azerbaijan Grand Prix:Race,True,,PER,VET,6259.101,True,,fce573f01e6cb238069719be,,AUTOMATED_REVIEW_UNREVIEWED
cc82fe28793280d1f068,2018:Azerbaijan Grand Prix:Race,True,,RAI,GAS,1526.054,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
2d39d7455f52aa320f39,2018:Azerbaijan Grand Prix:Race,True,,RAI,STR,2184.847,True,,25b98ab24514728e2b081e23,,AUTOMATED_REVIEW_UNREVIEWED
e22c945b90441d55f4e4,2018:Azerbaijan Grand Prix:Race,True,,SAI,VER,1520.216,True,,9fb21d4d591d18afdb21e13d,,AUTOMATED_REVIEW_UNREVIEWED
728081e52943b5c6c604,2018:Azerbaijan Grand Prix:Race,True,,SAI,LEC,6259.947,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
b6392c4c837bc0a2d7b1,2018:Azerbaijan Grand Prix:Race,True,,VER,SAI,1291.679,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
c1f4ab66f27ff82821e5,2018:Azerbaijan Grand Prix:Race,True,,VER,SAI,2181.032,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
32165b372f9abd6f246b,2018:Belgian Grand Prix:Race,True,,BOT,SAI,2143.413,True,,02857bd101a45d60b0c15829,,AUTOMATED_REVIEW_UNREVIEWED
73bbb3e41b604f34db62,2018:Belgian Grand Prix:Race,True,,BOT,STR,2368.34,True,,96b5af85ed729152f29e423b,,AUTOMATED_REVIEW_UNREVIEWED
100ce1cb570b91b3c1e0,2018:Belgian Grand Prix:Race,True,,BOT,SIR,2479.888,True,,0fe02b940cc7631b2f09c5a8,,AUTOMATED_REVIEW_UNREVIEWED
9c29633e070b88d8f034,2018:Belgian Grand Prix:Race,True,,BOT,ERI,3033.749,True,,31ee710ddaf8b8f3308a226b,,AUTOMATED_REVIEW_UNREVIEWED
1d6d5fa790eae2978f63,2018:Belgian Grand Prix:Race,True,,BOT,GAS,3143.86,True,,9dd1829f5410a49917d2f81a,,AUTOMATED_REVIEW_UNREVIEWED
d5e9aa5a88c3a3def318,2018:Belgian Grand Prix:Race,True,,BOT,MAG,3583.407,True,,d9148d0b92d38ec115be3779,,AUTOMATED_REVIEW_UNREVIEWED
3024253788af93764c89,2018:Belgian Grand Prix:Race,True,,BOT,GRO,3693.224,True,,10189f09c3b1f372a780ecc8,,AUTOMATED_REVIEW_UNREVIEWED
8ab99bb48f2fd60be127,2018:Belgian Grand Prix:Race,True,,BOT,OCO,4688.724,True,,dfb26332a497bcebe8c88c13,,AUTOMATED_REVIEW_UNREVIEWED
644112b9ae9497d4889b,2018:Belgian Grand Prix:Race,True,,BOT,PER,5547.386,True,,d4a5cd143f1a8c7458cd59c7,,AUTOMATED_REVIEW_UNREVIEWED
c4dcb9899de94753fa53,2018:Belgian Grand Prix:Race,True,,ERI,GAS,3922.872,True,,a2a843ab37e60c00e5cfcc03,,AUTOMATED_REVIEW_UNREVIEWED
af4d9da05a9437819759,2018:Belgian Grand Prix:Race,True,,ERI,HAR,4384.139,True,,e44a7c069f89f8dc686fc64a,,AUTOMATED_REVIEW_UNREVIEWED
3586c0a118a0f4e2f3b5,2018:Belgian Grand Prix:Race,True,,GRO,ERI,4038.05,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
871503b869a8a3846b49,2018:Belgian Grand Prix:Race,True,,HAM,VER,3662.612,True,,e0d437a0373f404dde5425d3,,AUTOMATED_REVIEW_UNREVIEWED
5a1f38d7a099a57a9ed4,2018:Belgian Grand Prix:Race,True,,HAR,SAI,3603.95,True,,de1d8aac3166fdb330006a52,,AUTOMATED_REVIEW_UNREVIEWED
ef8db5c66e37fd448fa0,2018:Belgian Grand Prix:Race,True,,HAR,STR,3715.128,True,,50644f3394badd65e1bde28d,,AUTOMATED_REVIEW_UNREVIEWED
359acbbce6cd2b6f785b,2018:Belgian Grand Prix:Race,True,,OCO,MAG,4027.917,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
cd64c8f1bf7d06f6aa80,2018:Belgian Grand Prix:Race,True,,SAI,VAN,4061.841,True,,20f140455f7754e6d0aaee40,,AUTOMATED_REVIEW_UNREVIEWED
65a8fe22f75d7aa273aa,2018:Belgian Grand Prix:Race,True,,SAI,SIR,4721.461,True,,410d3534c01defdd5c1a9869,,AUTOMATED_REVIEW_UNREVIEWED
ec4530933f335aad7104,2018:Belgian Grand Prix:Race,True,,SIR,HAR,4608.832,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
5c883c17309e992c9958,2018:Belgian Grand Prix:Race,True,,VER,PER,2242.552,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
583a551ae5ea522f4918,2018:Brazilian Grand Prix:Race,True,,BOT,MAG,3590.866,True,,56d1bdbc6980faa107759adf,,AUTOMATED_REVIEW_UNREVIEWED
43791de00925963884da,2018:Brazilian Grand Prix:Race,True,,BOT,LEC,4478.569,True,,73115e31191342220c2e1184,,AUTOMATED_REVIEW_UNREVIEWED
39e89e3ad22fbded24b2,2018:Brazilian Grand Prix:Race,True,,HAR,ALO,3005.549,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
13bef204752ab45123e0,2018:Brazilian Grand Prix:Race,True,,HAR,ERI,3234.048,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
7205914d704454f062b3,2018:Brazilian Grand Prix:Race,True,,HUL,SAI,3755.484,True,,2a5620a0817918447e1b3cd1,,AUTOMATED_REVIEW_UNREVIEWED
90ce0cbca30a2c441e06,2018:Brazilian Grand Prix:Race,True,,MAG,ERI,2541.195,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
2e4e210fabf425e45db9,2018:Brazilian Grand Prix:Race,True,,MAG,GAS,2843.768,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
33bb1a4aa61405ec0464,2018:Brazilian Grand Prix:Race,True,,OCO,STR,2090.081,True,,2d28ea55385ec9f4f34a1792,,AUTOMATED_REVIEW_UNREVIEWED
f3a4659048af23a383d2,2018:Brazilian Grand Prix:Race,True,,OCO,HAR,2546.533,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
714c687347b5883eb809,2018:Brazilian Grand Prix:Race,True,,OCO,ALO,2928.184,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
71ddf9ef71f6f27492a8,2018:Brazilian Grand Prix:Race,True,,OCO,ERI,3080.311,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8a1180f98788de327cb7,2018:Brazilian Grand Prix:Race,True,,OCO,STR,5442.113,True,,9a7b66d7c7de33bc90f1103e,,AUTOMATED_REVIEW_UNREVIEWED
d7569693f3447555565f,2018:Brazilian Grand Prix:Race,True,,OCO,SIR,5515.854,True,,92d0ba1a8c42a1d9eaf76f7b,,AUTOMATED_REVIEW_UNREVIEWED
7846ad9421b3d1ad63de,2018:Brazilian Grand Prix:Race,True,,OCO,STR,6498.017,True,,c30c39ac3f91b11b404b8283,,AUTOMATED_REVIEW_UNREVIEWED
21e0635719e8e7869fbf,2018:Brazilian Grand Prix:Race,True,,PER,GAS,3223.32,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
91310855c65a5fd33892,2018:Brazilian Grand Prix:Race,True,,RAI,BOT,3202.652,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
cdda495dcb140348ccd1,2018:Brazilian Grand Prix:Race,True,,RAI,VET,4479.489,True,,c501ac9cc4ed59a852ed960b,,AUTOMATED_REVIEW_UNREVIEWED
504f95191e5615c3f1f1,2018:Brazilian Grand Prix:Race,True,,RIC,GAS,2086.358,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
dd24cb05a43ab80a1f4d,2018:Brazilian Grand Prix:Race,True,,RIC,LEC,2235.291,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
b12d114f22be6b9c4334,2018:Brazilian Grand Prix:Race,True,,RIC,RAI,4167.391,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
20e953622787c0e24029,2018:Brazilian Grand Prix:Race,True,,STR,SIR,3083.774,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
4e54e49bd5150a75737c,2018:Brazilian Grand Prix:Race,True,,STR,ERI,3410.219,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
05fb47cbf54679332864,2018:Brazilian Grand Prix:Race,True,,VAN,STR,3160.718,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
9504f8fb605d69321712,2018:Brazilian Grand Prix:Race,True,,VAN,ALO,4243.221,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
9da3fa4fff8701645b38,2018:Brazilian Grand Prix:Race,True,,VER,RAI,2083.564,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
5622cc897dd85865ca70,2018:Brazilian Grand Prix:Race,True,,VER,BOT,2604.142,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
4e81d449bb649c9ad9d9,2018:Brazilian Grand Prix:Race,True,,VER,HAM,3271.155,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
5f247c443b6e026e647e,2018:Brazilian Grand Prix:Race,True,,VET,GRO,4186.476,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
9b2b3c5d302ec61724c5,2018:British Grand Prix:Race,True,,ALO,SIR,1711.205,True,,8e665303e8631fffab79677c,,AUTOMATED_REVIEW_UNREVIEWED
9bbaf5fc8b356601c4cc,2018:British Grand Prix:Race,True,,BOT,HAM,2425.909,True,,a11e0e458520850da4853e4a,,AUTOMATED_REVIEW_UNREVIEWED
ca61eeec37cc61b84195,2018:British Grand Prix:Race,True,,GAS,PER,5345.119,True,,346f15ec41eebf6445755e59,,AUTOMATED_REVIEW_UNREVIEWED
0c282ad6c60619229710,2018:British Grand Prix:Race,True,,HAM,GAS,738.566,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
af0498dec8fb7c9380cd,2018:British Grand Prix:Race,True,,HAM,MAG,833.739,True,,6674912d11823868725799b7,,AUTOMATED_REVIEW_UNREVIEWED
cb70df6edf1e26e2b266,2018:British Grand Prix:Race,True,,HAM,SAI,928.714,True,,b7bfdd4e18997e86cdad4877,,AUTOMATED_REVIEW_UNREVIEWED
045c7f699dc3bc5b1b4b,2018:British Grand Prix:Race,True,,HAM,HUL,1210.078,True,,d5ee9a94bc8056ee307f5122,,AUTOMATED_REVIEW_UNREVIEWED
77da0614d03575022e5f,2018:British Grand Prix:Race,True,,PER,STR,745.302,True,,3238f9ca5e56583e474e8daf,,AUTOMATED_REVIEW_UNREVIEWED
ab116929de142b3c08df,2018:British Grand Prix:Race,True,,PER,SIR,936.997,True,,99f954300d9e49e54345860a,,AUTOMATED_REVIEW_UNREVIEWED
41a507e9cb863839896d,2018:British Grand Prix:Race,True,,PER,STR,2006.742,True,,a5ad6ce151a2a91e4aba4ea2,,AUTOMATED_REVIEW_UNREVIEWED
f8bfaa758f9129c8c239,2018:British Grand Prix:Race,True,,PER,SIR,2102.576,True,,28b29b0b828d6fdcfa569be4,,AUTOMATED_REVIEW_UNREVIEWED
42f82b10f44811a4060b,2018:British Grand Prix:Race,True,,RAI,SAI,1691.658,True,,fcfb8ebc39b461fe6a3de8ab,,AUTOMATED_REVIEW_UNREVIEWED
192702fef4de0c8ebc4e,2018:British Grand Prix:Race,True,,RAI,OCO,1788.672,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
4418b66cad95ac57d2c7,2018:British Grand Prix:Race,True,,RAI,LEC,1880.942,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
1e81f5e8ffd9d6ce520d,2018:British Grand Prix:Race,True,,RAI,VER,4681.393,True,,ffa85584df31a81410dc232f,,AUTOMATED_REVIEW_UNREVIEWED
0e06baef2951e00c4c00,2018:British Grand Prix:Race,True,,RIC,VER,4959.423,True,,9552f11c23f1de47d2f83296,,AUTOMATED_REVIEW_UNREVIEWED
3eada43f6f708dffcee2,2018:Canadian Grand Prix:Race,True,,GAS,MAG,1143.968,True,,a74f795eb0263d50ab09142a,,AUTOMATED_REVIEW_UNREVIEWED
7cc511b491bb3aeea42d,2018:Canadian Grand Prix:Race,True,,GAS,ALO,1843.09,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8ed383e87fea7199d676,2018:Canadian Grand Prix:Race,True,,GAS,LEC,1920.467,True,,ad7755133cc2f11bdad42e89,,AUTOMATED_REVIEW_UNREVIEWED
9f431674911cdfa5cd87,2018:Canadian Grand Prix:Race,True,,GRO,PER,1149.425,True,,88065d3e9c773ba7541fa3e7,,AUTOMATED_REVIEW_UNREVIEWED
ec0ff588c8c90cfa5910,2018:Canadian Grand Prix:Race,True,,GRO,MAG,2155.777,True,,fc63628e9725767e0ee89fe0,,AUTOMATED_REVIEW_UNREVIEWED
325a3f6d904447870f01,2018:Canadian Grand Prix:Race,True,,GRO,GAS,2232.784,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
e25498f5dc72a40620ef,2018:Canadian Grand Prix:Race,True,,HUL,OCO,1293.109,True,,67a4685a106472b454a1d2a8,,AUTOMATED_REVIEW_UNREVIEWED
2ff60c984d4786741ad4,2018:Canadian Grand Prix:Race,True,,HUL,GRO,2310.325,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
7fe8a7d28517a49befb6,2018:Canadian Grand Prix:Race,True,,LEC,SAI,1531.168,True,,d339e92ba856521b84f12658,,AUTOMATED_REVIEW_UNREVIEWED
e390780048ce1a84c417,2018:Canadian Grand Prix:Race,True,,PER,VAN,1703.57,True,,7e6216f1da7239f4de96e204,,AUTOMATED_REVIEW_UNREVIEWED
385e634923e44df133f0,2018:Canadian Grand Prix:Race,True,,PER,ERI,1937.151,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
53a88ebac2138bdfcc82,2018:Canadian Grand Prix:Race,True,,PER,SIR,2093.901,True,,dddff750caab246d1e8a1f95,,AUTOMATED_REVIEW_UNREVIEWED
52ea1b07c544684abb7e,2018:Canadian Grand Prix:Race,True,,RAI,RIC,1748.058,True,,6c05bc482e5719d24c48a863,,AUTOMATED_REVIEW_UNREVIEWED
28a54b7ba5d8c24b8d23,2018:Canadian Grand Prix:Race,True,,RIC,HAM,1670.479,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
11f5ea3f09d885f33e86,2018:Canadian Grand Prix:Race,True,,SAI,GRO,2388.032,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
d0b330bc5f42766b7306,2018:Canadian Grand Prix:Race,True,,VAN,ERI,2408.634,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
b05cf75d07b92d4606a2,2018:Canadian Grand Prix:Race,True,,VAN,SIR,2486.348,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
e02440bd845cb8f81947,2018:Chinese Grand Prix:Race,True,,ALO,GRO,1878.205,True,,44bdb82c890683cbae61a802,,AUTOMATED_REVIEW_UNREVIEWED
8fda8d72f533d485c25c,2018:Chinese Grand Prix:Race,True,,ALO,MAG,5246.0,True,,7315ef717907ece7b528e3d2,,AUTOMATED_REVIEW_UNREVIEWED
60f11e479221d0b66c1f,2018:Chinese Grand Prix:Race,True,,ALO,VET,5930.27,True,,3a07005e1b486bb1dd76c4f5,,AUTOMATED_REVIEW_UNREVIEWED
0293be84db609d18e801,2018:Chinese Grand Prix:Race,True,,BOT,RAI,2945.895,True,,93d0dda43323cdc7f3783f00,,AUTOMATED_REVIEW_UNREVIEWED
b7ba11797785ecf3970a,2018:Chinese Grand Prix:Race,True,,ERI,HAR,1287.166,True,,1e8552d0f0faa75a3f547f46,,AUTOMATED_REVIEW_UNREVIEWED
cb67ca0cd70f1f0f2de7,2018:Chinese Grand Prix:Race,True,,ERI,GAS,2306.603,True,,e554a45d43b413200a946f88,,AUTOMATED_REVIEW_UNREVIEWED
7428385ae984fb26fa14,2018:Chinese Grand Prix:Race,True,,ERI,LEC,4475.122,True,,19ed0b03337be11b6d47cd37,,AUTOMATED_REVIEW_UNREVIEWED
021e7fa3a2eaf5c96fe1,2018:Chinese Grand Prix:Race,True,,GAS,HAR,3221.882,True,,069159e98ab581bda567e138,,AUTOMATED_REVIEW_UNREVIEWED
b269a8e6b7ddd1204263,2018:Chinese Grand Prix:Race,True,,GRO,GAS,2098.186,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
23d019be6d9d96b83b18,2018:Chinese Grand Prix:Race,True,,GRO,HAR,5275.699,True,,fcc178fe27ea187381bf8e53,,AUTOMATED_REVIEW_UNREVIEWED
3f74646ac33efdf64cd1,2018:Chinese Grand Prix:Race,True,,GRO,LEC,5377.358,True,,8465ccee1c1bef48c50f807d,,AUTOMATED_REVIEW_UNREVIEWED
7c157def6c66d67161c9,2018:Chinese Grand Prix:Race,True,,HAM,VER,4744.786,True,,bd52d5f571a9700742d66d53,,AUTOMATED_REVIEW_UNREVIEWED
8a32dde1ec66502db859,2018:Chinese Grand Prix:Race,True,,HUL,SIR,1991.572,True,,03e98988cc7a32b9a7f3aa8d,,AUTOMATED_REVIEW_UNREVIEWED
95859ce7796369453dcf,2018:Chinese Grand Prix:Race,True,,HUL,VAN,2390.409,True,,114521bc08767d26fae36624,,AUTOMATED_REVIEW_UNREVIEWED
0ced140a3bd497d577f5,2018:Chinese Grand Prix:Race,True,,HUL,STR,2490.766,True,,055bd18dcf91a75fe3c92bf7,,AUTOMATED_REVIEW_UNREVIEWED
7265a9c18a36e6cdaac1,2018:Chinese Grand Prix:Race,True,,HUL,ALO,3185.972,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
5f4208370870b33c2b43,2018:Chinese Grand Prix:Race,True,,LEC,HAR,3335.396,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
5329621f59f280216b8a,2018:Chinese Grand Prix:Race,True,,MAG,GRO,867.605,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
fe4345659588e751ff6f,2018:Chinese Grand Prix:Race,True,,MAG,SAI,1472.48,True,,facb85c33db010099f070e47,,AUTOMATED_REVIEW_UNREVIEWED
7975749c1b520ccb85e6,2018:Chinese Grand Prix:Race,True,,OCO,STR,871.012,True,,d607562353db357fef3ff471,,AUTOMATED_REVIEW_UNREVIEWED
8ac26c1c879d15b993a0,2018:Chinese Grand Prix:Race,True,,OCO,ERI,1698.011,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
1b0bb3cc6c6103783db6,2018:Chinese Grand Prix:Race,True,,OCO,GAS,1998.045,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
40919f3318be2f2ab08f,2018:Chinese Grand Prix:Race,True,,OCO,LEC,2299.766,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
cba781b679927ebf8fe3,2018:Chinese Grand Prix:Race,True,,OCO,SIR,2799.533,True,,cfc21b731cea077303b16cd0,,AUTOMATED_REVIEW_UNREVIEWED
11146c45f98681de8cb8,2018:Chinese Grand Prix:Race,True,,OCO,PER,6039.411,True,,275b8d36bb42394364cb5e72,,AUTOMATED_REVIEW_UNREVIEWED
12dbd0de5955b1496e8d,2018:Chinese Grand Prix:Race,True,,PER,ERI,2002.739,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
ff96db9777ed35cca01b,2018:Chinese Grand Prix:Race,True,,PER,GAS,2202.978,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
fa6999fff0023c78a701,2018:Chinese Grand Prix:Race,True,,PER,LEC,2403.165,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
ecf65ceb1e2efb90edfe,2018:Chinese Grand Prix:Race,True,,PER,SIR,2901.985,True,,847c463d51e1f1b7f5b1348a,,AUTOMATED_REVIEW_UNREVIEWED
