example_id,race_id,split,year,event,attacker_driver,target_driver,decision_lap,decision_sample_index,decision_time_session_sec,decision_time_utc,horizon_end_session_sec,horizon_end_utc,target_identity_status,asof_status,asof_raw_order_status,asof_target_driver,asof_attacker_position,asof_target_position,asof_records_used,asof_order_rule,pair_before_attacker_position,pair_before_target_position,pair_after_attacker_position,pair_after_target_position,pit_horizon_status,pit_event_evidence,race_control_decision_state,race_control_outcome_state,race_control_status,proxy_label,new_proxy_label,proxy_label_class,new_label_class,event_id,exclusion_reason,new_reconciliation_reason,attacker_laptime_source_url,target_laptime_source_url,review_selection_reason,automated_consistency_review
cdf44c13456a567f1dc3,2021:French Grand Prix:Race,validation,2021,French Grand Prix,STR,RAI,9,0,2831.824,2021-06-20T13:17:11.832000+00:00,2932.316,2021-06-20T13:18:52.324000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ASOF_TARGET_MATCHES,UNIQUE_CONTIGUOUS_COMPLETED_ORDER_ASOF,RAI,15,14,20,latest completed laptime record with session_end_sec <= decision time + 1e-6,15,14,14,15,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,1,1.0,POSITIVE_PROXY,POSITIVE_PROXY_ASOF,37fab34491ec4a36257e,,ASOF_TARGET_SUPPORTED,https://raw.githubusercontent.com/TracingInsights/2021/194dae5f5c876b0f8f80f176acd196e124dc2c0a/French%20Grand%20Prix/Race/STR/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2021/194dae5f5c876b0f8f80f176acd196e124dc2c0a/French%20Grand%20Prix/Race/RAI/laptimes.json,ALL_REPORTED_POSITIVES,AUTOMATED_FIELDS_PRESENT_REVIEWER_PENDING
bef443c34dd4c7f6bd51,2021:Mexico City Grand Prix:Race,validation,2021,Mexico City Grand Prix,OCO,MAZ,12,0,4817.378,2021-11-07T19:21:18.774000+00:00,4901.929,2021-11-07T19:22:43.325000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ASOF_TARGET_MATCHES,UNIQUE_CONTIGUOUS_COMPLETED_ORDER_ASOF,MAZ,14,13,18,latest completed laptime record with session_end_sec <= decision time + 1e-6,14,13,13,14,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,1,1.0,POSITIVE_PROXY,POSITIVE_PROXY_ASOF,9d47db3127e1b8b339c7,,ASOF_TARGET_SUPPORTED,https://raw.githubusercontent.com/TracingInsights/2021/194dae5f5c876b0f8f80f176acd196e124dc2c0a/Mexico%20City%20Grand%20Prix/Race/OCO/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2021/194dae5f5c876b0f8f80f176acd196e124dc2c0a/Mexico%20City%20Grand%20Prix/Race/MAZ/laptimes.json,ALL_REPORTED_POSITIVES,AUTOMATED_FIELDS_PRESENT_REVIEWER_PENDING
e1a9c887a4fba7c2dddf,2022:Azerbaijan Grand Prix:Race,development_test,2022,Azerbaijan Grand Prix,MAG,ALB,6,0,4346.451,2022-06-12T11:13:26.459000+00:00,4457.562,2022-06-12T11:15:17.570000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ASOF_TARGET_MATCHES,UNIQUE_CONTIGUOUS_COMPLETED_ORDER_ASOF,ALB,16,15,20,latest completed laptime record with session_end_sec <= decision time + 1e-6,16,15,15,16,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,1,1.0,POSITIVE_PROXY,POSITIVE_PROXY_ASOF,c14f905f4061c09a78fd,,ASOF_TARGET_SUPPORTED,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/Azerbaijan%20Grand%20Prix/Race/MAG/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/Azerbaijan%20Grand%20Prix/Race/ALB/laptimes.json,ALL_REPORTED_POSITIVES,AUTOMATED_FIELDS_PRESENT_REVIEWER_PENDING
7021716a1841cbebecca,2022:Bahrain Grand Prix:Race,development_test,2022,Bahrain Grand Prix,PER,HAM,10,0,4652.786,2022-03-20T15:18:32.803000+00:00,4752.592,2022-03-20T15:20:12.609000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ASOF_TARGET_MATCHES,UNIQUE_CONTIGUOUS_COMPLETED_ORDER_ASOF,HAM,5,4,20,latest completed laptime record with session_end_sec <= decision time + 1e-6,5,4,4,5,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,1,1.0,POSITIVE_PROXY,POSITIVE_PROXY_ASOF,7e6e3329fb9175cf4985,,ASOF_TARGET_SUPPORTED,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/Bahrain%20Grand%20Prix/Race/PER/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/Bahrain%20Grand%20Prix/Race/HAM/laptimes.json,ALL_REPORTED_POSITIVES,AUTOMATED_FIELDS_PRESENT_REVIEWER_PENDING
f662c47a617e184db5e0,2022:Bahrain Grand Prix:Race,development_test,2022,Bahrain Grand Prix,ZHO,ALB,10,0,4676.306,2022-03-20T15:18:56.323000+00:00,4777.645,2022-03-20T15:20:37.662000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ASOF_TARGET_MATCHES,UNIQUE_CONTIGUOUS_COMPLETED_ORDER_ASOF,ALB,14,13,20,latest completed laptime record with session_end_sec <= decision time + 1e-6,14,13,13,14,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,1,1.0,POSITIVE_PROXY,POSITIVE_PROXY_ASOF,fcea7fe69d28381ed280,,ASOF_TARGET_SUPPORTED,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/Bahrain%20Grand%20Prix/Race/ZHO/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/Bahrain%20Grand%20Prix/Race/ALB/laptimes.json,ALL_REPORTED_POSITIVES,AUTOMATED_FIELDS_PRESENT_REVIEWER_PENDING
ebc97117eef05e914f78,2022:British Grand Prix:Race,development_test,2022,British Grand Prix,BOT,RIC,4,0,7230.426,2022-07-03T15:01:30.438000+00:00,7327.532,2022-07-03T15:03:07.544000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ASOF_TARGET_MATCHES,UNIQUE_CONTIGUOUS_COMPLETED_ORDER_ASOF,RIC,13,12,17,latest completed laptime record with session_end_sec <= decision time + 1e-6,13,12,12,13,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,1,1.0,POSITIVE_PROXY,POSITIVE_PROXY_ASOF,9d4d65a23a627543b300,,ASOF_TARGET_SUPPORTED,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/British%20Grand%20Prix/Race/BOT/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2022/ad802a0ff6643998cc860d2a6712804270ab857d/British%20Grand%20Prix/Race/RIC/laptimes.json,ALL_REPORTED_POSITIVES,AUTOMATED_FIELDS_PRESENT_REVIEWER_PENDING
64da1dee7a45b66804a0,2018:Abu Dhabi Grand Prix:Race,train,2018,Abu Dhabi Grand Prix,BOT,,10,0,3218.433,2018-11-25T13:33:38.506000+00:00,3323.414,2018-11-25T13:35:23.487000+00:00,CONFIRMED_RACE_LEADER,NO_TARGET_OR_DECISION_TIME,nan,,,,0,,,,,,,,,,,,nan,UNKNOWN_CENSORED,UNKNOWN_CENSORED,,NO_CAR_AHEAD_CONFIRMED_FROM_PRIOR_ORDER,NO_TARGET_OR_DECISION_TIME,,,ALL_AMBIGUOUS_OR_CENSORED,AUTOMATED_FIELDS_INCOMPLETE_REVIEWER_PENDING
ff9fece8949a084666e8,2018:Abu Dhabi Grand Prix:Race,train,2018,Abu Dhabi Grand Prix,GAS,SAI,8,0,2997.967,2018-11-25T13:29:58.040000+00:00,3128.082,2018-11-25T13:32:08.155000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,DUPLICATE_POSITION_ASOF,DUPLICATE_POSITION_ASOF,SAI,12,11,18,latest completed laptime record with session_end_sec <= decision time + 1e-6,12,11,10,9,NO_EVENT_CONFIRMED_FOR_HORIZON,,VSC,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,,nan,UNKNOWN_CENSORED,UNKNOWN_CENSORED,,PAIR_ENDPOINT_CHANGED_OTHER_OR_TARGET_NOT_CONFIRMED,RETAINED_ORIGINAL_UNKNOWN_CENSORED,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/GAS/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/SAI/laptimes.json,ALL_AMBIGUOUS_OR_CENSORED,AUTOMATED_FIELDS_INCOMPLETE_REVIEWER_PENDING
9e21cb976803373fa84b,2018:Abu Dhabi Grand Prix:Race,train,2018,Abu Dhabi Grand Prix,GRO,SIR,10,0,3241.751,2018-11-25T13:34:01.824000+00:00,3349.626,2018-11-25T13:35:49.699000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ATTACKER_MISSING_ASOF,DUPLICATE_POSITION_ASOF,,,16,18,latest completed laptime record with session_end_sec <= decision time + 1e-6,17,16,17,16,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,0,nan,NEGATIVE_PROXY,UNKNOWN_CENSORED,,,PREVIOUSLY_ELIGIBLE_BUT_ASOF_TARGET_UNRESOLVED,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/GRO/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/SIR/laptimes.json,ALL_AMBIGUOUS_OR_CENSORED,AUTOMATED_FIELDS_INCOMPLETE_REVIEWER_PENDING
45751f3dcbf1ebb85398,2018:Abu Dhabi Grand Prix:Race,train,2018,Abu Dhabi Grand Prix,HUL,,1,0,,,,,,NO_TARGET_OR_DECISION_TIME,nan,,,,0,,,,,,,,,,,,nan,UNKNOWN_CENSORED,UNKNOWN_CENSORED,,NO_PREVIOUS_COMPLETED_LAP_BOUNDARY,NO_TARGET_OR_DECISION_TIME,,,ALL_AMBIGUOUS_OR_CENSORED,AUTOMATED_FIELDS_INCOMPLETE_REVIEWER_PENDING
b7f3199207fa167e5bb6,2018:Abu Dhabi Grand Prix:Race,train,2018,Abu Dhabi Grand Prix,LEC,MAG,10,0,3237.3,2018-11-25T13:33:57.373000+00:00,3343.856,2018-11-25T13:35:43.929000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ATTACKER_MISSING_ASOF,DUPLICATE_POSITION_ASOF,,,12,18,latest completed laptime record with session_end_sec <= decision time + 1e-6,13,12,12,13,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,1,nan,POSITIVE_PROXY,UNKNOWN_CENSORED,1476ab2791ed8a7b7ab1,,PREVIOUSLY_ELIGIBLE_BUT_ASOF_TARGET_UNRESOLVED,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/LEC/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/MAG/laptimes.json,ALL_AMBIGUOUS_OR_CENSORED,AUTOMATED_FIELDS_INCOMPLETE_REVIEWER_PENDING
0641caee5a96c3256496,2018:Abu Dhabi Grand Prix:Race,train,2018,Abu Dhabi Grand Prix,MAG,ALO,10,0,3236.634,2018-11-25T13:33:56.707000+00:00,3344.884,2018-11-25T13:35:44.957000+00:00,RECONSTRUCTED_FROM_PRIOR_LAP_ORDER,ASOF_TARGET_MATCHES,UNIQUE_CONTIGUOUS_COMPLETED_ORDER_ASOF,ALO,12,11,19,latest completed laptime record with session_end_sec <= decision time + 1e-6,12,11,13,11,NO_EVENT_CONFIRMED_FOR_HORIZON,,GREEN,GREEN,EXPLICIT_STATE_AT_OR_BEFORE_TIME|EXPLICIT_STATE_AT_OR_BEFORE_TIME,,nan,UNKNOWN_CENSORED,UNKNOWN_CENSORED,,PAIR_ENDPOINT_CHANGED_OTHER_OR_TARGET_NOT_CONFIRMED,RETAINED_ORIGINAL_UNKNOWN_CENSORED,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/MAG/laptimes.json,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/ALO/laptimes.json,ALL_AMBIGUOUS_OR_CENSORED,AUTOMATED_FIELDS_INCOMPLETE_REVIEWER_PENDING
