race_id,candidate_id,split,attacker_driver,target_driver,decision_lap,endpoint_lap,last_confirmed_classified_order_before,first_confirmed_classified_order_after,physical_track_order_status,event_time_interval_start_utc,event_time_interval_end_utc,timestamp_uncertainty_sec,pit_status_evidence,race_control_status_evidence,telemetry_evidence,classification,evidence_references,review_status,session_interval_start_sec,session_interval_end_sec,car_samples_attacker,car_samples_target,position_samples_attacker,position_samples_target,candidate_telemetry_status,candidate_interval_duration_sec,candidate_large_interval_flag
2018:Chinese Grand Prix:Race,c6989a67caa07dd455e09e24,train,MAG,RIC,17,18,MAG:7;RIC:6,MAG:6;RIC:7,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:40:34.277000+00:00,2018-04-15T06:41:58.650000+00:00,35.549,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/MAG/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/RIC/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=17|time_of_day=14:41:56|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2074.159,2158.532,348,348,285,285,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,84.373,FALSE
2018:Chinese Grand Prix:Race,e554a45d43b413200a946f88,train,ERI,GAS,19,20,ERI:19;GAS:18,ERI:18;GAS:19,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:44:26.721000+00:00,2018-04-15T06:46:04.029000+00:00,8.798,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/ERI/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/GAS/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=20|time_of_day=14:47:48|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2306.603,2403.911,402,402,328,328,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,97.308,FALSE
2018:Chinese Grand Prix:Race,ec078c50c421f4581d1a0379,train,SAI,SIR,19,20,SAI:13;SIR:12,SAI:12;SIR:13,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:44:15.890000+00:00,2018-04-15T06:45:55.112000+00:00,2.374,NO_RELEVANT_PIT_ROW_FOUND_IN_CONTEXT,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",UNRESOLVED,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/SAI/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/SIR/laptimes.json,AUTOMATED_REVIEW_UNREVIEWED,2295.772,2394.994,410,410,334,334,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,99.222,FALSE
2018:Chinese Grand Prix:Race,114521bc08767d26fae36624,train,HUL,VAN,20,21,HUL:11;VAN:10,HUL:10;VAN:11,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:45:50.527000+00:00,2018-04-15T06:47:30.454000+00:00,1.146,NO_RELEVANT_PIT_ROW_FOUND_IN_CONTEXT,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",UNRESOLVED,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/HUL/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/VAN/laptimes.json,AUTOMATED_REVIEW_UNREVIEWED,2390.409,2490.336,413,413,336,336,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,99.927,FALSE
2018:Chinese Grand Prix:Race,3992bc0c0c7738d479dbbc82,train,RAI,VET,20,21,RAI:2;VET:1,RAI:1;VET:3,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:45:08.724000+00:00,2018-04-15T06:46:40.912000+00:00,18.998,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/RAI/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/VET/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=20|time_of_day=14:46:38|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2348.606,2440.794,381,381,311,311,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,92.188,FALSE
2018:Chinese Grand Prix:Race,5661cfa960ed55ba5b5cbabe,train,HAR,LEC,21,22,HAR:19;LEC:18,HAR:18;LEC:20,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:47:58.001000+00:00,2018-04-15T06:49:30.533000+00:00,22.66,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/HAR/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/LEC/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=21|time_of_day=14:49:28|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2517.883,2610.415,381,381,312,312,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,92.532,FALSE
2018:Chinese Grand Prix:Race,055bd18dcf91a75fe3c92bf7,train,HUL,STR,21,22,HUL:10;STR:9,HUL:9;STR:10,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:47:30.884000+00:00,2018-04-15T06:49:10.337000+00:00,1.904,NO_RELEVANT_PIT_ROW_FOUND_IN_CONTEXT,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",UNRESOLVED,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/HUL/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/STR/laptimes.json,AUTOMATED_REVIEW_UNREVIEWED,2490.766,2590.219,410,410,335,335,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,99.453,FALSE
2018:Chinese Grand Prix:Race,c3f5e83fec5c77959ea5dbbb,train,SAI,VAN,21,22,SAI:12;VAN:11,SAI:11;VAN:12,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:47:35.482000+00:00,2018-04-15T06:49:11.860000+00:00,8.717,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/SAI/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/VAN/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=22|time_of_day=14:50:55|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2495.364,2591.742,397,397,325,325,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,96.378,FALSE
2018:Chinese Grand Prix:Race,ef8bce7ccfbaa07285e03f3e,train,SAI,STR,22,23,SAI:11;STR:10,SAI:10;STR:11,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:49:15.549000+00:00,2018-04-15T06:50:51.417000+00:00,9.004,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/SAI/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/STR/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=23|time_of_day=14:52:34|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2595.431,2691.299,395,395,323,323,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,95.868,FALSE
2018:Chinese Grand Prix:Race,4548265e9eb57448f54e6d2e,train,SIR,VAN,22,23,SIR:13;VAN:12,SIR:12;VAN:17,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:49:17.513000+00:00,2018-04-15T06:50:57.255000+00:00,6.568,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/SIR/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/VAN/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=22|time_of_day=14:50:55|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2597.395,2697.137,411,411,336,336,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,99.742,FALSE
2018:Chinese Grand Prix:Race,4b893a9cf12cca396f2aa85b,train,SIR,STR,23,24,SIR:12;STR:11,SIR:11;STR:17,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:50:58.170000+00:00,2018-04-15T06:52:36.986000+00:00,8.673,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/SIR/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/STR/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=23|time_of_day=14:52:34|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2698.052,2796.868,408,408,332,332,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,98.816,FALSE
2018:Chinese Grand Prix:Race,21349eb5f69073938b23daff,train,ALO,MAG,24,25,ALO:8;MAG:7,ALO:7;MAG:10,NOT_AVAILABLE_FROM_FASTF1_POSITION_XYZ,2018-04-15T06:52:21.092000+00:00,2018-04-15T06:53:59.858000+00:00,6.752,PIT_LAP_OVERLAP_RECORDED_BUT_TIME_OF_DAY_ONLY,NO_RC_RECORD_ON_DECISION_OR_ENDPOINT_LAP,"FastF1 car_data and pos_data present for selected race; pos_data contains XYZ/status, not classified running order or pass timestamp",OTHER_POSITION_CHANGE,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/ALO/laptimes.json|https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Chinese%20Grand%20Prix/Race/MAG/laptimes.json || source_url=https://api.jolpi.ca/ergast/f1/2018/3/pitstops.json?limit=1000|lap=24|time_of_day=14:53:57|availability_status=DURATION_AND_TIME_OF_DAY_ONLY,AUTOMATED_REVIEW_UNREVIEWED,2780.974,2879.74,408,408,332,332,BOTH_STREAMS_HAVE_TIMESTAMPED_SAMPLES,98.766,FALSE
